heart0,heart1,heart2,level,mets,calories,active,sedentary,output
108,104,103,1,46,3.902640104,1,0,1.0
101,100,97,1,50,4.242000103,1,0,1.0
94,90,87,1,34,2.884560108,1,0,1.0
83,82,84,0,13,1.102920055,0,1,1.0
88,89,93,0,13,1.102920055,0,1,1.0
95,96,97,1,50,4.242000103,1,0,1.0
97,96,100,0,12,1.018079996,0,1,1.0
99,98,101,1,30,2.545200109,1,0,1.0
102,101,102,1,30,2.545200109,1,0,1.0
101,100,96,1,30,2.545200109,1,0,1.0
97,99,97,1,29,2.46036005,1,0,1.0
94,97,98,1,42,3.563280106,1,0,1.0
100,104,105,1,42,3.563280106,1,0,1.0
104,101,104,1,33,2.799720049,1,0,1.0
109,114,115,1,42,3.563280106,1,0,1.0
115,116,118,1,31,2.63003993,1,0,1.0
115,112,114,1,34,2.884560108,1,0,1.0
116,117,115,0,12,1.018079996,0,1,1.0
114,115,115,0,12,1.018079996,0,1,1.0
114,116,115,1,27,2.290679932,1,0,1.0
114,112,113,1,27,2.290679932,1,0,1.0
110,108,109,1,29,2.46036005,1,0,1.0
111,116,117,1,31,2.63003993,1,0,1.0
113,110,109,1,32,2.71487999,1,0,1.0
113,118,121,1,40,3.393599987,1,0,1.0
123,124,122,1,30,2.545200109,1,0,1.0
119,117,115,1,48,4.072319984,1,0,1.0
114,115,116,1,56,4.751039982,1,0,1.0
115,116,117,1,60,5.090400219,1,0,1.0
116,118,117,1,62,5.260079861,1,0,1.0
115,110,107,1,64,5.429759979,1,0,1.0
105,106,106,1,58,4.9207201,1,0,1.0
109,113,112,1,42,3.563280106,1,0,1.0
110,108,107,1,40,3.393599987,1,0,1.0
106,104,102,1,33,2.799720049,1,0,1.0
101,97,94,1,35,2.969399929,1,0,1.0
93,95,96,1,34,2.884560108,1,0,1.0
103,107,104,1,35,2.969399929,1,0,1.0
104,103,101,1,31,2.63003993,1,0,1.0
100,97,96,1,38,3.223920107,1,0,1.0
96,99,104,1,50,4.242000103,1,0,1.0
105,107,108,1,56,4.751039982,1,0,1.0
108,110,110,1,54,4.581359863,1,0,1.0
111,110,109,1,46,3.902640104,1,0,1.0
103,101,100,1,42,3.563280106,1,0,1.0
102,105,110,1,50,4.242000103,1,0,1.0
109,109,110,1,56,4.751039982,1,0,1.0
111,110,105,1,38,3.223920107,1,0,1.0
107,108,109,0,10,0.848399997,0,1,1.0
112,114,113,0,10,0.848399997,0,1,1.0
114,113,111,0,10,0.848399997,0,1,1.0
110,112,110,0,10,0.848399997,0,1,1.0
103,101,100,1,42,3.563280106,1,0,1.0
102,105,110,1,50,4.242000103,1,0,1.0
109,109,110,1,56,4.751039982,1,0,1.0
111,110,105,1,38,3.223920107,1,0,1.0
107,108,109,0,10,0.848399997,0,1,1.0
112,114,113,0,10,0.848399997,0,1,1.0
114,113,111,0,10,0.848399997,0,1,1.0
110,112,110,0,10,0.848399997,0,1,1.0
